id,pmid,pmc,doi,year,title
24385572,24385572,3879603,10.1128/genomeA.00973-13,2014,Draft Genome Sequence of the Alga-Aggregating Bacterium Bacillus sp. Strain RP1137
31346186,31346186,6658702,10.1038/s41598-019-46765-w,2019,Maximum Entropy (Most Likely) Double Helical and Double Logarithmic Spiral Trajectories in Space-Time
27401684,27401684,4940747,10.1186/s13742-016-0135-4,2016,Tools and techniques for computational reproducibility
31894176,31894176,6917635,10.1007/s00138-019-01051-7,2020,"Towards infield, live plant phenotyping using a reduced-parameter CNN"
28163614,28163614,5255541,10.12942/lrr-2010-4,2010,The Pioneer Anomaly
32025290,32025290,6971840,10.12688/f1000research.20873.2,2020,"The why, when, and how of computing in biology classrooms"
31222199,31222199,6479428,10.1093/gigascience/giz052,2019,Accumulating computational resource usage of genomic data analysis workflow to optimize cloud computing instance selection
30934799,30934799,6480415,10.3390/s19071496,2019,Wi-Fi-Based Effortless Indoor Positioning System Using IoT Sensors
26559640,26559640,4642734,10.1186/s13104-015-1624-8,2015,Automated amplicon design suitable for analysis of DNA variants by melting techniques
29074656,29074656,5658494,10.1128/genomeA.01141-17,2017,"Draft Genome Sequence of Pseudomonas fluorescens Strain ITEM 17298, Associated with Cheese Spoilage"
27010023,27010023,4858793,10.1534/genetics.114.172692,2016,Genetic Diversity on the Human X Chromosome Does Not Support a Strict Pseudoautosomal Boundary
30081835,30081835,6090871,10.1186/s12864-018-4954-9,2018,Small RNA-seq analysis of single porcine blastocysts revealed that maternal estradiol-17beta exposure does not affect miRNA isoform (isomiR) expression
32001327,32001327,7056914,10.1016/j.gpb.2019.05.003,2019,MakeHub: Fully Automated Generation of UCSC Genome Browser Assembly Hubs
29204317,29204317,5712467,10.7717/peerj.3948,2017,BGDMdocker: a Docker workflow for data mining and visualization of bacterial pan-genomes and biosynthetic gene clusters
30402350,30402350,6215441,10.7717/peerj.5853,2018,BioInstaller: a comprehensive R package to construct interactive and reproducible biological data analysis applications based on the R platform
30944779,30944779,6441322,10.7717/peerj.6623,2019,Pixel: a content management platform for quantitative omics data
27346940,27346940,4910443,,2016,The old and the new: vaccine hesitancy in the era of the Web 2.0. Challenges and opportunities
21210979,21210979,3040526,10.1186/1471-2105-11-S12-S12,2010,The MOLGENIS toolkit: rapid prototyping of biosoftware at the push of a button
29202689,29202689,5715631,10.1186/s12859-017-1945-9,2017,Explorative visual analytics on interval-based genomic data and their metadata
23632163,23632163,3692097,10.1093/nar/gkt342,2013,The Genomic HyperBrowser: an analysis web server for genome-scale data
24823498,24823498,4019526,10.1371/journal.pone.0096821,2014,RNAbrowse: RNA-Seq De Novo Assembly Results Browser
28495778,28495778,5427213,10.1128/genomeA.00323-17,2017,"Draft Genome of the Heterotrophic Iron-Oxidizing Bacterium “Acidibacillus ferroxidans” Huett2, Isolated from a Mine Drainage Ditch in Freiberg, Germany"
26137478,26137478,4475531,10.1155/2015/403497,2015,DNAseq Workflow in a Diagnostic Context and an Example of a User Friendly Implementation
27383691,27383691,5111820,10.1089/ast.2016.1536,2016,Alien Mindscapes—A Perspective on the Search for Extraterrestrial Intelligence
28199444,28199444,5452129,10.1590/1678-4685-GMB-2016-0043,2017,New biotechnological tools to accelerate scab-resistance trait transfer to apple
23782611,23782611,3722528,10.1093/bioinformatics/btt343,2013,GAT: a simulation framework for testing the association of genomic intervals
25555737,25555737,4293624,10.1128/genomeA.01304-14,2015,"Draft Genome Sequence of the Cellulolytic Bacterium Clavibacter sp. CF11, a Strain Producing Cold-Active Cellulase"
29930033,29930033,6013642,10.1128/genomeA.00476-18,2018,Draft Genome Sequence of a Clinical Isolate of Fusarium fujikuroi Isolated from a Male Patient with Acute Myeloid Leukemia
23289815,23289815,3541347,10.1186/1756-0500-6-5,2013,ASAP: an environment for automated preprocessing of sequencing data
24950127,24950127,4883981,10.1186/s40510-014-0036-y,2014,Orthodontic apps at fingertips
31390479,31390479,6899740,10.1111/tbed.13323,2019,"Co‐circulation and characterization of novel African arboviruses (genus Ephemerovirus) in cattle, Mayotte island, Indian Ocean, 2017"
28179824,28179824,5256074,10.12942/lrr-2008-8,2008,Binary and Millisecond Pulsars
26984673,26984673,4793746,10.1186/s12864-016-2579-4,2016,Improvement of the banana “Musa acuminata” reference sequence using NGS data and semi-automated bioinformatics methods
31266480,31266480,6604289,10.1186/s12911-019-0844-6,2019,TASKA: A modular task management system to support health research studies
25925576,25925576,4551905,10.1093/nar/gkv412,2015,Why weight? Modelling sample and observational level variability improves power in RNA-seq analyses
32383755,32383755,7319541,10.1093/nar/gkaa362,2020,ARIAweb: a server for automated NMR structure calculation
27316337,27316337,4912784,10.1186/s12859-016-1133-3,2016,PGA: an R/Bioconductor package for identification of novel peptides using a customized database derived from RNA-Seq
25490956,25490956,4271363,10.1186/s12859-014-0396-9,2014,Pathomx: an interactive workflow-based tool for the analysis of metabolomic data
28475590,28475590,5419513,10.1371/journal.pone.0176792,2017,Benchmarking desktop and mobile handwriting across COTS devices: The e-BioSign biometric database
21998154,21998154,3223366,10.1093/bioinformatics/btr568,2011,Sequential Monte Carlo multiple testing
23478601,23478601,3658749,10.3390/s130303331,2013,THz QCL-Based Cryogen-Free Spectrometer for in Situ Trace Gas Sensing
21546552,21546552,3125737,10.1093/nar/gkr286,2011,The BioExtract Server: a web-based bioinformatic workflow platform
23587343,23587343,3639822,10.1186/1756-3305-6-98,2013,Bartonella henselae infection in a family experiencing neurological and neurocognitive abnormalities after woodlouse hunter spider bites
26574051,26574051,4648080,10.1038/srep16860,2015,Probing the gravitational Faraday rotation using quasar X-ray microlensing
21878105,21878105,3228541,10.1186/1471-2105-12-356,2011,CloVR: A virtual machine for automated and portable sequence analysis from the desktop using cloud computing
32015390,32015390,6997386,10.1038/s41598-020-58060-0,2020,Emergence of life in an inflationary universe
31258155,31258155,6566205,10.1007/s10509-018-3277-2,2018,"New UV-source catalogs, UV spectral database, UV variables and science tools from the GALEX surveys"
31892954,31892954,6935593,10.1111/eva.12860,2019,Cyberinfrastructure and resources to enable an integrative approach to studying forest trees
31778155,31778155,7141865,10.1093/bioinformatics/btz896,2020,PyIOmica: longitudinal omics analysis and trend identification
21278185,21278185,3051327,10.1093/bioinformatics/btr026,2011,Quality control and preprocessing of metagenomic datasets
25103770,25103770,4125781,10.1128/genomeA.00798-14,2014,Draft Genome Sequences of Two Pasteurella multocida Strains Isolated from Buffaloes in India with Hemorrhagic Septicemia Disease
28473380,28473380,5477188,10.1128/genomeA.00271-17,2017,Draft Genome Sequence and Assembly of a Lysobacter enzymogenes Strain with Biological Control Activity against Root Knot Nematodes
25814588,25814588,4384128,10.1128/genomeA.00005-15,2015,"Draft Genome Sequences of Sanguibacteroides justesenii, gen. nov., sp. nov., Strains OUH 308042T (= ATCC BAA-2681T) and OUH 334697 (= ATCC BAA-2682), Isolated from Blood Cultures from Two Different Patients"
29903817,29903817,6003740,10.1128/genomeA.00503-18,2018,"Draft Genome Sequences of Cloacibacterium normanense IMET F, a Microalgal Growth-Promoting Bacterium, and Aeromonas jandaei IMET J, a Microalgal Growth-Inhibiting Bacterium"
26124554,26124554,4479048,10.6026/97320630011165,2015,Omics Metadata Management Software (OMMS)
25971656,25971656,4561239,10.2183/pjab.91.175,2015,Cosmological evolution of supermassive black holes in galactic centers unveiled by hard X-ray observations
32302345,32302345,7164656,10.1371/journal.pone.0231537,2020,Clustered micronodules as predominant manifestation on CT: A sign of active but indolently evolving pulmonary tuberculosis
24235889,24235889,3817633,10.1155/2013/921234,2013,Reliability of a Novel CBCT-Based 3D Classification System for Maxillary Canine Impactions in Orthodontics: The KPG Index
31800038,31800038,6892454,10.1093/gigascience/giz147,2019,Genome-wide analysis of the H3K27me3 epigenome and transcriptome in Brassica rapa
23190475,23190475,3533974,10.1186/1745-6150-7-43,2012,Bioinformatics clouds for big data manipulation
31395828,31395828,6720715,10.3390/s19163481,2019,Feature Extraction Methods Proposed for Speech Recognition Are Effective on Road Condition Monitoring Using Smartphone Inertial Sensors
29431479,29431479,5820795,10.1089/ast.2016.1589,2018,The Habitability of Proxima Centauri b: Environmental States and Observational Discriminants
32764908,32764908,7360413,10.2147/COPD.S240556,2020,Cost-Effectiveness Analysis of a Once-Daily Single-Inhaler Triple Therapy for Patients with Chronic Obstructive Pulmonary Disease (COPD) Using the FULFIL Trial: A Spanish Perspective
31066453,31066453,6602461,10.1093/nar/gkz369,2019,g:Profiler: a web server for functional enrichment analysis and conversions of gene lists (2019 update)
27899692,27899692,5322829,10.1177/1087057116679993,2017,"Jenkins-CI, an Open-Source Continuous Integration System, as a Scientific Data and Image-Processing Platform"
25062918,25062918,4159006,10.1093/gbe/evu156,2014,Underreplicated Regions in Drosophila melanogaster Are Enriched with Fast-Evolving Genes and Highly Conserved Noncoding Sequences
20346121,20346121,2858751,10.1186/1471-2164-11-205,2010,Detection of novel 3' untranslated region extensions with 3' expression microarrays
26601153,26601153,4643826,10.1126/sciadv.1500047,2015,The search for signs of life on exoplanets at the interface of chemistry and planetary science
21637800,21637800,3102757,10.1371/journal.pcbi.1001126,2011,Ten Simple Rules for Providing a Scientific Web Resource
31932423,31932423,6995017,10.1073/pnas.1904573117,2020,Lifetimes of interstellar dust from cosmic ray exposure ages of presolar silicon carbide
28620454,28620454,5461914,10.12688/f1000research.10443.1,2017,ELIXIR pilot action: Marine metagenomics – towards a domain specific set of sustainable services
4184300,,4184300,10.1186/1546-0096-12-S1-P70,2014,The role of somatic NLRP3 mosaicism and new gene discovery in mutation negative cryopyrin-associated periodic syndrome patients
28935722,28935722,5609401,10.1128/genomeA.00595-17,2017,"Genome and Plasmid Sequences of Escherichia coli KV7, an Extended-Spectrum β-Lactamase Isolate Derived from Feces of a Healthy Pig"
26514760,26514760,4626606,10.1128/genomeA.01247-15,2015,"Draft Genome Sequences of Two New Zealand Xanthomonas campestris pv. campestris Isolates, ICMP 4013 and ICMP 21080"
28663303,28663303,5638272,10.1128/genomeA.00312-17,2017,"Draft Genome Sequence of Phaeobacter leonis Type Strain 306, an Alphaproteobacterium Isolated from Mediterranean Sea Sediments"
25977430,25977430,4432336,10.1128/genomeA.00446-15,2015,"Genome Sequence of Bacillus thuringiensis Strain Btm27, an Egyptian Isolate Highly Toxic to Cotton Leafworm"
28596388,28596388,5465607,10.1128/genomeA.00259-17,2017,Draft Genome Sequences of Two Staphylococcus aureus Strains Isolated in Succession from a Case of Bacteremia
23469335,23469335,3587927,10.1128/genomeA.00034-13,2013,"Genome Sequences and Photosynthesis Gene Cluster Composition of a Freshwater Aerobic Anoxygenic Phototroph, Sandarakinorhabdus sp. Strain AAP62, Isolated from the Shahu Lake in Ningxia, China"
29545289,29545289,5854777,10.1128/genomeA.00063-18,2018,Draft Genome Sequences of Five Novel Ochrobactrum spp. Isolated from Different Avian Hosts in Nigeria
28572332,28572332,5454215,10.1128/genomeA.00472-17,2017,Complete Genome Sequences of Four Avian Paramyxoviruses of Serotype 10 Isolated from Rockhopper Penguins on the Falkland Islands
27284149,27284149,4901218,10.1128/genomeA.00480-16,2016,Complete Genome Sequence of Seoul Virus Strain Tchoupitoulas
25676759,25676759,4333659,10.1128/genomeA.01538-14,2015,Draft Genome Sequence of the Xylella fastidiosa CoDiRO Strain
29074668,29074668,5658506,10.1128/genomeA.01197-17,2017,"Draft Whole-Genome Sequence of Psychrotrophic Arthrobacter sp. Strain 7749, Isolated from Antarctic Marine Sediments with Applications in Enantioselective Alcohol Oxidation"
24903877,24903877,4047456,10.1128/genomeA.00552-14,2014,Genome Sequences of Seven Mycoplasma hyosynoviae Strains Isolated from the Joint Tissue of Infected Swine (Sus scrofa)
29650578,29650578,5897816,10.1128/genomeA.00269-18,2018,Draft Genome Sequences of Three Ochrobactrum spp. isolated from Different Avian Hosts in Pakistan
26744371,26744371,4706335,10.1128/genomeA.01498-15,2016,Paenibacillus larvae Phage Tripp Genome Has 378-Base-Pair Terminal Repeats
32550407,32550407,7252240,10.17912/micropub.biology.000127,0,Three C. eleganssrf-6 mutants carry nsy-1 mutations (srf-6 is nsy-1 I)
3439034,,3439034,10.1186/gb-2011-12-s1-p38,2011,G-CODE: enabling systems medicine through innovative informatics
24083097,24083097,3786078,10.1186/2193-1801-2-191,2013,Zygmunt Bauman. Individual and society in the liquid modernity
25904632,25904632,4489296,10.1093/nar/gkv362,2015,RSAT 2015: Regulatory Sequence Analysis Tools
30574579,30574579,6298546,10.1128/MRA.01136-18,2018,First Genome Sequence of Newcastle Disease Virus of Genotype VIIi from Jordan
30643880,30643880,6328653,10.1128/MRA.01351-18,2019,"Genome Sequences of Livestock-Associated Methicillin-Resistant Staphylococcus aureusspa Type t899 Strains Belonging to Three Different Sequence Types (ST398, ST9, and ST4034)"
22684330,22684330,3389249,10.1007/s11084-012-9287-0,2012,Migration-Induced Architectures of Planetary Systems
31597391,31597391,6806077,10.3390/s19194351,2019,Indoor Positioning on Disparate Commercial Smartphones Using Wi-Fi Access Points Coverage Area
21998740,21998740,3188586,10.1371/journal.pone.0025988,2011,"S-MART, A Software Toolbox to Aid RNA-seq Data Analysis"
25075113,25075113,4201160,10.1093/bioinformatics/btu505,2014,Circleator: flexible circular visualization of genome-associated data with BioPerl and SVG
3433295,,3433295,10.1187/cbe.12-05-0057,2012,Back to the Evolutionary Future
29506565,29506565,5838971,10.1186/s13104-018-3268-y,2018,TREE2FASTA: a flexible Perl script for batch extraction of FASTA sequences from exploratory phylogenetic trees
25316703,25316703,4205798,10.1128/mBio.02054-14,2014,Reply to “Valuing Knowledge: a Reply to the Epistemological Perspective on the Value of Gain-of-Function Experiments”
32843474,32843474,7449270,10.1136/bcr-2020-237863,2020,Rare case of pulmonary sarcoidosis with cystic bronchiectasis
26294616,26294616,4543520,10.1128/genomeA.00966-15,2015,"Draft Genome Sequence of Pseudomonas sp. Strain LFM046, a Producer of Medium-Chain-Length Polyhydroxyalkanoate"
29773617,29773617,5958250,10.1128/genomeA.00326-18,2018,Draft Genome Sequences of Two Fusarium oxysporum Isolates Cultured from Infected Zinnia hybrida Plants Grown on the International Space Station
26823576,26823576,4732329,10.1128/genomeA.01581-15,2016,Identification and Complete Genome Sequence Analysis of a Genotype XIV Newcastle Disease Virus from Nigeria
23516203,23516203,3593325,10.1128/genomeA.00072-13,2013,"Whole-Genome Sequence of a Freshwater Aerobic Anoxygenic Phototroph, Porphyrobacter sp. Strain AAP82, Isolated from the Huguangyan Maar Lake in Southern China"
26798101,26798101,4722268,10.1128/genomeA.01598-15,2016,"Draft Genome Sequence of Halomonas sp. HG01, a Polyhydroxyalkanoate-Accumulating Strain Isolated from Peru"
26679584,26679584,4683229,10.1128/genomeA.01472-15,2015,"Draft Genome Sequence of CO33, a Coffee-Infecting Isolate of Xylella fastidiosa"
28596390,28596390,5465609,10.1128/genomeA.00311-17,2017,"Draft Genome of Halomonas lionensis RHS90T, a Stress-Tolerant Gammaproteobacterium Isolated from Mediterranean Sea Sediments"
29437090,29437090,5794937,10.1128/genomeA.01474-17,2018,Complete Genome Sequences of 44 Arthrobacter Phages
24009111,24009111,3764406,10.1128/genomeA.00024-13,2013,The Complete Genome Sequence of Proteus mirabilis Strain BB2000 Reveals Differences from the P. mirabilis Reference Strain
26358590,26358590,4566172,10.1128/genomeA.00973-15,2015,Draft Genome Sequences of Dickeya sp. Isolates B16 (NIB Z 2098) and S1 (NIB Z 2099) Causing Soft Rot of Phalaenopsis Orchids
23516202,23516202,3622956,10.1128/genomeA.00071-13,2013,"Whole-Genome Sequences of an Aerobic Anoxygenic Phototroph, Blastomonas sp. Strain AAP53, Isolated from a Freshwater Desert Lake in Inner Mongolia, China"
26375819,26375819,4573980,10.1371/journal.pone.0137986,2015,Multiple Manifold Clustering Using Curvature Constrained Path
31316552,31316552,6609566,10.3389/fgene.2019.00614,2019,Pipeliner: A Nextflow-Based Framework for the Definition of Sequencing Data Processing Pipelines
29237702,29237702,5919755,10.1534/g3.117.300135,2017,Use of a Sibling Subtraction Method for Identifying Causal Mutations in Caenorhabditis elegans by Whole-Genome Sequencing
21261981,21261981,3037320,10.1186/1748-7188-6-2,2011,WordCluster: detecting clusters of DNA words and genomic elements
30109158,30109158,6085206,10.4258/hir.2018.24.3.247,2018,National Healthcare Service and Its Big Data Analytics
26484275,26484275,4583695,10.1016/j.gdata.2015.06.031,2015,Transcriptome analysis of TH2 CD4+ T cells differentiated from wild-type and NLRP3KO mice
31395629,31395629,6687916,10.1128/MRA.00410-19,2019,"Draft Genome Sequence of Massilia sp. Strain MC02, Isolated from a Sandy Loam Maize Soil"
31023814,31023814,6486243,10.1128/MRA.00187-19,2019,Complete Genome Sequence of Salmonella enterica Serovar Enteritidis Myophage Mooltan
31072884,31072884,6509533,10.1128/MRA.00401-19,2019,Complete Genome Sequence of Salmonella enterica Serovar Typhimurium Myophage Mutine
31346027,31346027,6658697,10.1128/MRA.00675-19,2019,Complete Genome Sequence of Enterotoxigenic Escherichia coli Myophage LL12
31919169,31919169,6952655,10.1128/MRA.01247-19,2020,Draft Genome Sequences of 12 Leuconostoc carnosum Strains Isolated from Cooked Ham Packaged in a Modified Atmosphere and from Fresh Sausages
30834377,30834377,6395862,10.1128/MRA.00036-19,2019,"Complete Genome Sequence of a Lytic T7-Like Phage, Escherichia Phage vB_EcoP-Ro45lw, Isolated from Nonfecal Compost Samples"
31270198,31270198,6606912,10.1128/MRA.00541-19,2019,Complete Genome Sequence of Salmonella enterica Serovar Typhimurium Siphophage Skate
31395642,31395642,6687929,10.1128/MRA.00693-19,2019,Complete Genome Sequence of Enterotoxigenic Escherichia coli Podophage LL11
31048394,31048394,6498227,10.1128/MRA.00188-19,2019,Complete Genome Sequence of Salmonella enterica Serovar Typhimurium Siphophage Siskin
30533796,30533796,6256483,10.1128/MRA.01014-18,2018,Complete Genome Sequence of Klebsiella pneumoniae Siphophage Sugarland
31023796,31023796,6486253,10.1128/MRA.00253-19,2019,Complete Genome Sequence of Salmonella enterica Serovar Heidelberg Myophage Meda
30533690,30533690,6256559,10.1128/MRA.01012-18,2018,Draft Genome Sequences of Three Novel Staphylococcus arlettae Strains Isolated from a Disused Biological Safety Cabinet
31072899,31072899,6509524,10.1128/MRA.00252-19,2019,Complete Genome Sequence of Klebsiella pneumoniae Myophage May
31395651,31395651,6687938,10.1128/MRA.00848-19,2019,"Draft Genome Sequence of Duganella sp. Strain DN04, Isolated from Cultivated Soil"
32054710,32054710,7019065,10.1128/MRA.01464-19,2020,"Draft Genome Sequence of Paenibacillus polymyxa 3A-25AI, a Strain Antagonist to Root Rot Causal Phytopathogens"
30533714,30533714,6256645,10.1128/MRA.01102-18,2018,"Draft Genome Sequence of Rhodopirellula baltica Strain BR-MGV, a Planctomycete Isolated from Brazilian Mangrove Soil"
31395627,31395627,6687914,10.1128/MRA.00377-19,2019,"Draft Genome Sequence of Massilia sp. Strain ONC3, a Novel Bacterial Species of the Oxalobacteraceae Family Isolated from Garden Soil"
32139558,32139558,7171220,10.1128/MRA.01481-19,2020,"Comparative Analysis of Gut Microbiota in Two Populations of Argopecten purpuratus (Lamarck, 1819) Based on 16S rRNA Gene Amplicon Data"
31023815,31023815,6486244,10.1128/MRA.00192-19,2019,Complete Genome Sequence of Klebsiella pneumoniae Myophage Menlow
32499365,32499365,7272546,10.1128/MRA.00210-20,2020,"Draft Genome Sequence of Streptomyces aureoverticillatus HN6, a Strain Antagonistic against Fusarium oxysporum f. sp. cubense Race 4"
29244826,29244826,5747461,10.1371/journal.pcbi.1005898,2017,MAGPIE: Simplifying access and execution of computational models in the life sciences
25601158,25601158,4309418,10.1038/ncomms6956,2015,Abundance of live 244Pu in deep-sea reservoirs on Earth points to rarity of actinide nucleosynthesis
26288840,26288840,4534635,10.1016/j.ebiom.2015.05.009,2015,Crowdsourcing the General Public for Large Scale Molecular Pathology Studies in Cancer
32903637,32903637,7438720,10.3389/fphys.2020.00588,2020,Early Career Scientists’ Guide to the Red Blood Cell – Don’t Panic!
21546400,21546400,3106201,10.1093/bioinformatics/btr266,2011,Mixture models for analysis of the taxonomic composition of metagenomes
24715956,24715956,3962008,10.12688/f1000research.2-192.v2,2014,Cyrface: An interface from Cytoscape to R that provides a user interface to R packages
28554879,28554879,5468541,10.2196/mhealth.6697,2017,A Smartphone-Based Approach for Triage of Human Papillomavirus-Positive Sub-Saharan African Women: A Prospective Study
31936004,31936004,7013670,10.3390/s20020330,2020,Smartphone-Based Platform for Secure Multi-Hop Message Dissemination in VANETs
31315634,31315634,6637476,10.1186/s12967-019-1969-1,2019,Dysbiosis of the gut microbiome is associated with CKD5 and correlated with clinical indices of the disease: a case–controlled study
25510491,25510491,4357689,10.1093/nar/gku1283,2015,PROTEOFORMER: deep proteome coverage through ribosome profiling and MS integration
28472523,28472523,5570192,10.1093/nar/gkx279,2017,IntaRNA 2.0: enhanced and customizable prediction of RNA–RNA interactions
22512950,22512950,3583165,10.1186/1556-276X-7-224,2012,2D array of cold-electron nanobolometers with double polarised cross-dipole antennas
28480119,28480119,5404633,10.4103/jpi.jpi_93_16,2017,Evaluation of Android Smartphones for Telepathology
23890051,23890051,3971351,10.1186/gm472,2013,Pathprinting: An integrative approach to understand the functional basis of disease
26830846,26830846,4736651,10.1186/s12859-016-0902-3,2016,NEAT: a framework for building fully automated NGS pipelines and analyses
30400423,30400423,6190055,10.3390/mi8080233,2017,Operation of a MOEMS Deformable Mirror in Cryo: Challenges and Results
30174474,30174474,6082770,10.3348/kjr.2018.19.5.859,2018,Tree-in-Bud Pattern of Pulmonary Tuberculosis on Thin-Section CT: Pathological Implications
30811390,30811390,6411228,10.1371/journal.pcbi.1006843,2019,Script of Scripts: A pragmatic workflow system for daily computational research
30458866,30458866,6245710,10.1186/s12931-018-0916-7,2018,Cost-effectiveness analysis of umeclidinium bromide/vilanterol 62.5/25 mcg versus tiotropium/olodaterol 5/5 mcg in symptomatic patients with chronic obstructive pulmonary disease: a Spanish National Healthcare System perspective
28179831,28179831,5255633,10.12942/lrr-2011-4,2011,The Einstein-Vlasov System/Kinetic Theory
27738033,27738033,5064106,10.1128/genomeA.01116-16,2016,Complete Genome Sequence of Zika Virus Isolated from Semen
27469958,27469958,4966462,10.1128/genomeA.00729-16,2016,Complete Genome Sequence of an Avian Paramyxovirus Representative of Putative New Serotype 13
27540069,27540069,4991714,10.1128/genomeA.00845-16,2016,Complete Genome Sequence of Genotype VI Newcastle Disease Viruses Isolated from Pigeons in Pakistan
26847901,26847901,4742698,10.1128/genomeA.01716-15,2016,"Complete Genome Sequence of a Genotype XVII Newcastle Disease Virus, Isolated from an Apparently Healthy Domestic Duck in Nigeria"
23632165,23632165,3692117,10.1093/nar/gkt333,2013,QualitySNPng: a user-friendly SNP detection and visualization tool
31416880,31416880,6696655,10.1128/MRA.00853-19,2019,"Genome Sequence of Pseudomonas Phage UMP151, Isolated from the Female Bladder Microbiota"
32439668,32439668,7242670,10.1128/MRA.00326-20,2020,Thaumarchaea Genome Sequences from a High Arctic Active Layer
31270204,31270204,6606918,10.1128/MRA.00674-19,2019,Complete Genome Sequence of Enterotoxigenic Escherichia coli Siphophage LL5
31776223,31776223,6883110,10.1128/MRA.01251-19,2019,"Draft Genome Sequence of Enterobacter hormaechei Strain MHSD6, a Plant Endophyte Isolated from Medicinal Plant Pellaea calomelanos"
31072887,31072887,6509536,10.1128/MRA.00422-19,2019,Complete Genome Sequence of Serratia marcescens Siphophage Serbin
31123017,31123017,6533387,10.1128/MRA.00461-19,2019,Complete Genome Sequence of Klebsiella pneumoniae Podophage Patroon
31248994,31248994,6597688,10.1128/MRA.00598-19,2019,"Complete Genome Sequences of Staphylococcus epidermidis Myophages Quidividi, Terranova, and Twillingate"
31023797,31023797,6486254,10.1128/MRA.00255-19,2019,Complete Genome Sequence of Salmonella enterica Serovar Newport Myophage Melville
31537673,31537673,6753277,10.1128/MRA.00975-19,2019,Complete Genome Sequences of Four Salmonella enterica Strains Associated with Pistachios Assembled Using a Combination of Short- and Long-Read Sequencing
30533815,30533815,6256614,10.1128/MRA.01236-18,2018,"Complete Genome Sequence of Escherichia Phage vB_EcoM-Pr121LW, Isolated from Soil in an Organic Farm"
31023798,31023798,6486255,10.1128/MRA.00257-19,2019,Complete Genome Sequence of Klebsiella pneumoniae Myophage Mineola
31072886,31072886,6509535,10.1128/MRA.00417-19,2019,Complete Genome Sequence of Serratia marcescens Siphophage Scapp
32646904,32646904,7348022,10.1128/MRA.00550-20,2020,"Draft Genome Sequence of Stenotrophomonas pavanii Strain MHSD12, a Bacterial Endophyte Associated with Dicoma anomala"
27446929,27446929,4914951,10.3389/fmolb.2016.00026,2016,biosigner: A New Method for the Discovery of Significant Molecular Signatures from Omics Data
26600041,26600041,4658079,10.1371/journal.pone.0143687,2015,An Analysis of Citizen Science Based Research: Usage and Publication Patterns
26600436,26600436,4658170,10.1371/journal.pone.0143199,2015,Reliably Detecting Clinically Important Variants Requires Both Combined Variant Calls and Optimized Filtering Strategies
25742171,25742171,4435175,10.3390/s150305163,2015,Low Energy Physical Activity Recognition System on Smartphones
30022083,30022083,6052116,10.1038/s41598-018-29092-4,2018,Evaluating the potential of residual Pap test fluid as a resource for the metaproteomic analysis of the cervical-vaginal microbiome
26697262,26697262,4678079,10.1155/2015/309348,2015,FAP Associated Papillary Thyroid Carcinoma: A Peculiar Subtype of Familial Nonmedullary Thyroid Cancer
21216778,21216778,3035802,10.1093/bioinformatics/btq698,2011,X-MATE: a flexible system for mapping short read data
30229109,30229109,6141521,10.1016/j.dib.2018.07.022,2018,Field data on plant growth and insect damage on the noxious weed Solanum eleaegnifolium in an unexplored native range
24734019,24734019,3973921,10.3389/fninf.2014.00030,2014,The multi-modal Australian ScienceS Imaging and Visualization Environment (MASSIVE) high performance computing infrastructure: applications in neuroscience and neuroinformatics research
7198257,,7198257,10.1007/978-3-030-47240-5_19,2020,.NET Runtime and Tools for Tizen Operating System
25923110,25923110,5386203,10.1038/srep09421,2015,Emergence of Soft Communities from Geometric Preferential Attachment
26492382,26492382,4615037,10.1038/srep15022,2015,Sickle cell detection using a smartphone
25392413,25392413,4383925,10.1093/nar/gku1108,2015,The coffee genome hub: a resource for coffee genomes
31248992,31248992,6597686,10.1128/MRA.00450-19,2019,"Draft Genome Sequence of the Yeast Kodamaea ohmeri, a Symbiont of the Small Hive Beetle"
32001570,32001570,6992874,10.1128/MRA.01519-19,2020,Complete Genome Sequences of 11 Newcastle Disease Virus Isolates of Subgenotype VII.2 from Indonesia
30533763,30533763,6256498,10.1128/MRA.00940-18,2018,"Draft Genome Sequences of Two Pseudomonas aeruginosa Multidrug-Resistant Clinical Isolates, PAL0.1 and PAL1.1"
32646908,32646908,7348026,10.1128/MRA.00626-20,2020,Coding-Complete Genome Sequence of SARS-CoV-2 Isolate from Bangladesh by Sanger Sequencing
32499355,32499355,7272564,10.1128/MRA.00456-20,2020,Whole-Genome Sequences of Salmonella Isolates from an Ecological Wastewater Treatment System
24690612,24690612,3972171,10.1371/journal.pone.0090375,2014,Scientists@Home: What Drives the Quantity and Quality of Online Citizen Science Participation?
7120930,,7120930,10.1007/978-3-030-29022-1_20,2019,"Astrovirology, Astrobiology, Artificial Intelligence: Extra-Solar System Investigations"
32009844,32009844,6959423,10.1140/epjc/s10052-017-5113-1,2017,Status of the scalar singlet dark matter model
29587399,29587399,5948557,10.3390/s18040974,2018,An Indoor Positioning-Based Mobile Payment System Using Bluetooth Low Energy Technology
28163640,28163640,5253800,10.12942/lrr-2003-5,2003,Testing General Relativity with Pulsar Timing
26758513,26758513,4710974,10.1186/s12864-015-2346-y,2016,CANEapp: a user-friendly application for automated next generation transcriptomic data analysis
31689928,31689928,6920945,10.3390/microorganisms7110525,2019,"Distinct Microbial Community of Phyllosphere Associated with Five Tropical Plants on Yongxing Island, South China Sea"
